DIGITAL COLLECTIONS SUMMARY REPORT

GEOGRAPHICAL SUBJECTS:
"Michigan","3"
"Iowa","3"
"Marche","1"
"Georgia","2"
"Harford County","2"
"Pennsylvania","53"
"District of Columbia","126"
"Washington County","1"
"Kansas","1"
"Bavaria","2"
"Eastern Shore","2"
"Kent","1"
"St. Mary's County","5"
"Tennessee","2"
"Indiana","3"
"Baltimore","8"
"Queen Anne's County","2"
"Somerset County","2"
"Missouri","2"
"Maryland","1224"
"Louisiana","2"
"Prince George's County","51"
"Dorchester County","5"
"Worcester County","1"
"Illinois","3"
"New York","19"
"New Jersey","11"
"England","1"
"Alabama","1"
"Washington, D.C.","21"
"Maryand","1"
"Calvert County","6"
"Philadelphia","2"
"Charles County","5"
"Kentucky","1"
"Idaho","1"
"West Virginia","2"
"Baltimore County","11"
"Virginia","31"
"Frederick County","540"
"St. Mary’s County","4"
"Anne Arundel County","15"
"Montgomery County","19"
"Cecil County","2"
"Scotland","12"
"Massachusetts","8"
"New Mexico","3"
"Washington (D.C.)","1"
"California","3"
"Texas","9"
"Kent County","1"
"Wisconsin","2"
"Ohio","4"
TOTAL = 2243

TOPICAL SUBJECTS:
"Weather Observation","1"
"National First Aid Association of America History Sources","1"
"Motion pictures Production and direction United States History Sources","1"
"Hagerstown Shoe &amp;amp; Legging Co","1"
"United States. Army. Connecticut Artillery Regiment, 1st. Company C History Sources","1"
"Lasteyrie du Saillant, Virginie du Motier de La Fayette, marquise de, 1782-1849","1"
"Women -- Maryland -- Social life and customs -- 19th century -- Sources","1"
"James Brown &amp;amp; Co. (Glasgow, Scotland)","1"
"Courbet, Régis Correspondence","1"
"Spying","1"
"Glassford and Company Correspondence","1"
"Collecting of accounts Pennsylvania Bedford County History Sources","1"
"Judges Maryland Archives","1"
"Tanneries Maryland Williamsport","1"
"Camp life","1"
"Mexican War, 1846-1848 Sources","1"
"Dinner parties","1"
"Family life","1"
"Retirement","1"
"Gadsden Purchase History Sources","1"
"United Brotherhood of Carpenters and Joiners of America","1"
"Flag of truce","1"
"Maryland National Guard History Sources","1"
"Merchants Maryland Baltimore 19th century","1"
"American National Red Cross History Sources","1"
"Physicians Maryland East New Market Archival resources","1"
"Republican Party","1"
"Legislators Maryland 20th century Correspondence","1"
"Marriage","1"
"Maryland Politics and government 1775-1865 History Sources","1"
"Bands","1"
"United States History War of 1812 Archival resources","1"
"Military career/advancement","1"
"Mustering","1"
"Rebels","1"
"Military duties","1"
"Baltimore (Md.) Social conditions History Sources","1"
"Agriculture New Hampshire History Sources","1"
"Dancing","1"
"American Novelists 20th century Correspondence","1"
"Tobacco industry Maryland 18th century Archival resources","1"
"Commercial agents Maryland","1"
"Collecting of accounts Maryland Baltimore History Sources","1"
"Pets","1"
"Vaccination","1"
"Ministering","1"
"Popular culture Moral and ethical aspects United States History Sources","1"
"National Rifle Association of America History Sources","1"
"National Fast Day","1"
"Maryland History Civil War, 1861-1865 Sources","2"
"Libraries Maryland History Sources","1"
"Church of England Maryland History Sources","1"
"Merchants Pennsylvania 19th century","1"
"Illness Causation","1"
"Lafayette, Marie Adrienne de Noailles, marquise de, 1759-1807","1"
"Historians Maryland Archives","1"
"Hours of labor Law and legislation History Sources","1"
"Banks and banking United States Archival resources","1"
"United States. Army History Civil War, 1861-1865 Sources","2"
"Russian Orthodox","1"
"Maryland Social life and customs History Sources","1"
"College teachers Maryland College Park Archives","1"
"Bakery and Confectionery Workers' International Union of America","1"
"Dickinson College History Sources","1"
"Immigrants Baltimore (Md.) History Sources","1"
"Real property Maryland Prince George's County History","1"
"Labor unions Trademarks","1"
"Race and slavery","1"
"Baltimore (Md.) Industries History Sources","1"
"Shopping","1"
"Military Battles","1"
"American Novelists Homes and Haunts","1"
"Grain trade 19th century Archival resources","1"
"United States Army History Sources","1"
"Symptoms","1"
"Courbet, Gustave, 1819-1877 Trials, litigation, etc","1"
"Temperance United States History Sources","1"
"Footwear Industry Maryland Hagerstown","1"
"Baltimore Federation of Labor Archives","1"
"Suicide","1"
"Insurance agents Maryland Baltimore 19th century","1"
"Women Maryland Social life and customs 19th century Sources","1"
"University of Maryland, College Park Students History Sources","1"
"United States. Army Military life History Sources","1"
"United States -- Defenses -- Posters","1"
"Lawyers Pennsylvania Bedford County Correspondence","1"
"Courbet, Gustave, 1819-1877. Correspondence","1"
"Merchants Illinois Rock Island","1"
"Walking","1"
"Housing","1"
"Drama","1"
"Treatment","1"
"Courbet, Gustave, 1819-1877 Family","1"
"Finances","1"
"W. D. Byron &amp;amp; Sons, Inc","1"
"Child labor Law and legislation History Sources","1"
"German Reformed Church Archival resources","1"
"Teachers Maryland Correspondence","1"
